region,category,parameter,mode,powertrain,year,unit,value,percentage
India,Projection-STEPS,EV stock,Buses,PHEV,2025,Vehicles,220000,"22000000,00%"
India,Projection-STEPS,EV stock,Trucks,BEV,2025,Vehicles,139.999.997.615.814,"13999999761581400,00%"
India,Projection-STEPS,EV stock,Trucks,FCEV,2025,Vehicles,170.000.004.768.372,"17000000476837200,00%"
India,Projection-STEPS,EV stock,Trucks,PHEV,2025,Vehicles,569.999.980.926.514,"56999998092651400,00%"
India,Projection-STEPS,EV stock,Vans,BEV,2025,Vehicles,189.999.997.615.814,"18999999761581400,00%"
India,Projection-STEPS,EV stock,Vans,FCEV,2025,Vehicles,610.000.014.305.115,"61000001430511500,00%"
India,Projection-STEPS,EV stock,Vans,PHEV,2025,Vehicles,759.999.990.463.257,"75999999046325700,00%"
India,Projection-STEPS,EV stock,Cars,BEV,2025,Vehicles,30.999.999.493.361,"3099999949336100,00%"
India,Projection-STEPS,EV stock,Cars,PHEV,2025,Vehicles,14.000.000.432.134,"1400000043213400,00%"
India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2025,Milion barrels per day,3.000.000.026.077,"300000002607700,00%"
India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2025,Milion barrels per day,50.999.999.046.326,"5099999904632600,00%"
India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2025,Milion barrels per day,1900,"190000,00%"
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2025,Milion barrels per day,810,"81000,00%"
India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2025,"Oil displacement, million lge",180,"18000,00%"
India,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2025,"Oil displacement, million lge",3000,"300000,00%"
India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2025,"Oil displacement, million lge",30.999.999.493.361,"3099999949336100,00%"
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2025,"Oil displacement, million lge",14.000.000.432.134,"1400000043213400,00%"
India,Projection-STEPS,Electricity demand,Buses,EV,2025,GWh,3.000.000.026.077,"300000002607700,00%"
India,Projection-STEPS,Electricity demand,Trucks,EV,2025,GWh,50.999.999.046.326,"5099999904632600,00%"
India,Projection-STEPS,Electricity demand,Vans,EV,2025,GWh,1900,"190000,00%"
India,Projection-STEPS,Electricity demand,Cars,EV,2025,GWh,810,"81000,00%"
India,Projection-STEPS,EV sales share,Vans,EV,2025,percent,180,"18000,00%"
India,Projection-STEPS,EV sales share,Trucks,EV,2025,percent,3000,"300000,00%"
India,Projection-STEPS,EV stock share,Vans,EV,2025,percent,310000,"31000000,00%"
India,Projection-STEPS,EV sales share,Cars,EV,2025,percent,500000,"50000000,00%"
India,Projection-STEPS,EV stock share,Cars,EV,2025,percent,66,"6600,00%"
India,Projection-STEPS,EV stock share,Trucks,EV,2025,percent,17,"1700,00%"
India,Projection-STEPS,EV sales share,Buses,EV,2025,percent,139.999.997.615.814,"13999999761581400,00%"
India,Projection-STEPS,EV stock share,Buses,EV,2025,percent,170.000.004.768.372,"17000000476837200,00%"
India,Projection-APS,EV sales,Buses,BEV,2025,Vehicles,569.999.980.926.514,"56999998092651400,00%"
India,Projection-APS,EV sales,Buses,FCEV,2025,Vehicles,189.999.997.615.814,"18999999761581400,00%"
India,Projection-APS,EV sales,Trucks,BEV,2025,Vehicles,610.000.014.305.115,"61000001430511500,00%"
India,Projection-APS,EV sales,Trucks,FCEV,2025,Vehicles,759.999.990.463.257,"75999999046325700,00%"
India,Projection-APS,EV sales,Trucks,PHEV,2025,Vehicles,55000,"5500000,00%"
India,Projection-APS,EV sales,Vans,BEV,2025,Vehicles,480000,"48000000,00%"
India,Projection-APS,EV sales,Vans,FCEV,2025,Vehicles,1200,"120000,00%"
India,Projection-APS,EV sales,Vans,PHEV,2025,Vehicles,3300,"330000,00%"
India,Projection-APS,EV sales,Cars,BEV,2025,Vehicles,1800,"180000,00%"
India,Projection-APS,EV sales,Cars,FCEV,2025,Vehicles,34000,"3400000,00%"
India,Projection-APS,EV sales,Cars,PHEV,2025,Vehicles,26000,"2600000,00%"
India,Projection-APS,EV stock,Buses,BEV,2025,Vehicles,270000,"27000000,00%"
India,Projection-APS,EV charging points,EV,Publicly available fast,2025,charging points,77,"7700,00%"
India,Projection-APS,EV charging points,EV,Publicly available slow,2025,charging points,920000,"92000000,00%"
India,Projection-APS,EV sales share,Buses,EV,2025,percent,3500000,"350000000,00%"
India,Projection-APS,EV stock share,Buses,EV,2025,percent,1,"100,00%"
India,Projection-APS,EV sales share,Trucks,EV,2025,percent,220000,"22000000,00%"
India,Projection-APS,EV stock share,Trucks,EV,2025,percent,990000,"99000000,00%"
India,Projection-APS,EV sales share,Vans,EV,2025,percent,17000,"1700000,00%"
India,Projection-APS,EV stock share,Vans,EV,2025,percent,210000,"21000000,00%"
India,Projection-APS,EV stock share,Cars,EV,2025,percent,1300,"130000,00%"
India,Projection-APS,EV sales share,Cars,EV,2025,percent,3200,"320000,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2025,charging points,58,"5800,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available slow,2025,charging points,27,"2700,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2030,charging points,569.999.992.847.443,"56999999284744300,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available slow,2030,charging points,470,"47000,00%"
India,Projection-APS,EV sales share,Cars,EV,2030,percent,480,"48000,00%"
India,Projection-APS,EV stock share,Cars,EV,2030,percent,1500,"150000,00%"
India,Projection-APS,EV stock share,Vans,EV,2030,percent,270.000.004.768.372,"27000000476837200,00%"
India,Projection-APS,EV sales share,Vans,EV,2030,percent,630,"63000,00%"
India,Projection-APS,EV stock share,Trucks,EV,2030,percent,140,"14000,00%"
India,Projection-APS,EV sales share,Trucks,EV,2030,percent,530,"53000,00%"
India,Projection-APS,EV stock share,Buses,EV,2030,percent,189.999.997.615.814,"18999999761581400,00%"
India,Projection-APS,EV sales share,Buses,EV,2030,percent,139.999.997.615.814,"13999999761581400,00%"
India,Projection-APS,EV charging points,EV,Publicly available fast,2030,charging points,42,"4200,00%"
India,Projection-APS,EV charging points,EV,Publicly available slow,2030,charging points,83,"8300,00%"
India,Projection-STEPS,EV stock share,Buses,EV,2030,percent,3300,"330000,00%"
India,Projection-STEPS,EV sales share,Buses,EV,2030,percent,2000,"200000,00%"
India,Projection-STEPS,EV stock share,Trucks,EV,2030,percent,2.5,"4541400,00%"
India,Projection-STEPS,EV stock share,Cars,EV,2030,percent,16,"1600,00%"
India,Projection-STEPS,EV sales share,Cars,EV,2030,percent,229.999.995.231.628,"22999999523162800,00%"
India,Projection-STEPS,EV stock share,Vans,EV,2030,percent,469.999.998.807.907,"46999999880790700,00%"
India,Projection-STEPS,EV sales share,Trucks,EV,2030,percent,560.000.002.384.186,"56000000238418600,00%"
India,Projection-STEPS,EV sales share,Vans,EV,2030,percent,5.799.999.833.107,"579999983310700,00%"
India,Projection-STEPS,Electricity demand,Buses,EV,2030,GWh,939.999.997.615.814,"93999999761581400,00%"
India,Projection-STEPS,Electricity demand,Trucks,EV,2030,GWh,2.5,"4541400,00%"
India,Projection-STEPS,Electricity demand,Vans,EV,2030,GWh,290.000.009.536.743,"29000000953674300,00%"
India,Projection-STEPS,Electricity demand,Cars,EV,2030,GWh,28,"2800,00%"
India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,3,"300,00%"
India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,3,"300,00%"
India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,1,"100,00%"
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,28,"2800,00%"
India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2030,"Oil displacement, million lge",18000,"1800000,00%"
India,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2030,"Oil displacement, million lge",88,"8800,00%"
India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2030,"Oil displacement, million lge",6,"600,00%"
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2030,"Oil displacement, million lge",150,"15000,00%"
India,Projection-STEPS,EV sales,Buses,BEV,2030,Vehicles,45,"4500,00%"
India,Projection-STEPS,EV sales,Buses,FCEV,2030,Vehicles,14000,"1400000,00%"
India,Projection-STEPS,EV sales,Buses,PHEV,2030,Vehicles,32000,"3200000,00%"
India,Projection-STEPS,EV sales,Trucks,BEV,2030,Vehicles,430,"43000,00%"
India,Projection-STEPS,EV sales,Trucks,FCEV,2030,Vehicles,30000,"3000000,00%"
India,Projection-STEPS,EV sales,Trucks,PHEV,2030,Vehicles,620,"62000,00%"
India,Projection-STEPS,EV sales,Vans,BEV,2030,Vehicles,1300,"130000,00%"
India,Projection-STEPS,EV sales,Vans,FCEV,2030,Vehicles,160,"16000,00%"
India,Projection-STEPS,EV sales,Vans,PHEV,2030,Vehicles,23,"2300,00%"
India,Projection-STEPS,EV sales,Cars,BEV,2030,Vehicles,1,"100,00%"
India,Projection-STEPS,EV sales,Cars,PHEV,2030,Vehicles,560,"56000,00%"
India,Projection-STEPS,EV stock,Buses,BEV,2030,Vehicles,5400,"540000,00%"
India,Projection-STEPS,EV stock,Buses,FCEV,2030,Vehicles,75,"7500,00%"
India,Projection-STEPS,EV stock,Buses,PHEV,2030,Vehicles,340,"34000,00%"
India,Projection-STEPS,EV stock,Trucks,BEV,2030,Vehicles,179.999.995.231.628,"17999999523162800,00%"
India,Projection-STEPS,EV stock,Trucks,FCEV,2030,Vehicles,51,"5100,00%"
India,Projection-STEPS,EV stock,Trucks,PHEV,2030,Vehicles,3,"300,00%"
India,Projection-STEPS,EV stock,Vans,BEV,2030,Vehicles,3,"300,00%"
India,Projection-STEPS,EV stock,Vans,FCEV,2030,Vehicles,8,"800,00%"
India,Projection-STEPS,EV stock,Vans,PHEV,2030,Vehicles,510,"51000,00%"
India,Projection-STEPS,EV stock,Cars,BEV,2030,Vehicles,6100,"610000,00%"
India,Projection-STEPS,EV stock,Cars,PHEV,2030,Vehicles,630.000.019.073.486,"63000001907348600,00%"
India,Projection-APS,Oil displacement Mbd,Buses,EV,2030,Milion barrels per day,540000,"54000000,00%"
India,Projection-APS,Oil displacement Mbd,Trucks,EV,2030,Milion barrels per day,1100000,"110000000,00%"
India,Projection-APS,Oil displacement Mbd,Vans,EV,2030,Milion barrels per day,660,"66000,00%"
India,Projection-APS,Oil displacement Mbd,Cars,EV,2030,Milion barrels per day,1900,"190000,00%"
India,Projection-APS,"Oil displacement, million lge",Buses,EV,2030,"Oil displacement, million lge",389.999.985.694.885,"38999998569488500,00%"
India,Projection-APS,"Oil displacement, million lge",Trucks,EV,2030,"Oil displacement, million lge",10.999.999.940.395,"1099999994039500,00%"
India,Projection-APS,"Oil displacement, million lge",Vans,EV,2030,"Oil displacement, million lge",19000,"1900000,00%"
India,Projection-APS,"Oil displacement, million lge",Cars,EV,2030,"Oil displacement, million lge",1800,"180000,00%"
India,Projection-APS,Electricity demand,Buses,EV,2030,GWh,5700,"570000,00%"
India,Projection-APS,Electricity demand,Trucks,EV,2030,GWh,67,"6700,00%"
India,Projection-APS,Electricity demand,Vans,EV,2030,GWh,29000,"2900000,00%"
India,Projection-APS,Electricity demand,Cars,EV,2030,GWh,120000,"12000000,00%"
India,Projection-APS,EV sales,Buses,BEV,2030,Vehicles,300,"30000,00%"
India,Projection-APS,EV sales,Buses,FCEV,2030,Vehicles,700,"70000,00%"
India,Projection-APS,EV sales,Buses,PHEV,2030,Vehicles,530,"53000,00%"
India,Projection-APS,EV sales,Trucks,BEV,2030,Vehicles,180000,"18000000,00%"
India,Projection-APS,EV sales,Trucks,FCEV,2030,Vehicles,51,"5100,00%"
India,Projection-APS,EV sales,Trucks,PHEV,2030,Vehicles,91,"9100,00%"
India,Projection-APS,EV sales,Vans,BEV,2030,Vehicles,1,"100,00%"
India,Projection-APS,EV sales,Vans,FCEV,2030,Vehicles,220.000.004.768.372,"22000000476837200,00%"
India,Projection-APS,EV sales,Vans,PHEV,2030,Vehicles,479.999.989.271.164,"47999998927116400,00%"
India,Projection-APS,EV sales,Cars,BEV,2030,Vehicles,10,"1000,00%"
India,Projection-APS,EV sales,Cars,FCEV,2030,Vehicles,930.000.007.152.557,"93000000715255700,00%"
India,Projection-APS,EV sales,Cars,PHEV,2030,Vehicles,990000,"99000000,00%"
India,Projection-APS,EV stock,Buses,BEV,2030,Vehicles,1000,"100000,00%"
India,Projection-APS,EV stock,Buses,FCEV,2030,Vehicles,510000,"51000000,00%"
India,Projection-APS,EV stock,Buses,PHEV,2030,Vehicles,2400,"240000,00%"
India,Projection-APS,EV stock,Trucks,BEV,2030,Vehicles,7500,"750000,00%"
India,Projection-APS,EV stock,Trucks,FCEV,2030,Vehicles,69,"6900,00%"
India,Projection-APS,EV stock,Trucks,PHEV,2030,Vehicles,38000,"3800000,00%"
India,Projection-APS,EV stock,Vans,BEV,2030,Vehicles,1100,"110000,00%"
India,Projection-APS,EV stock,Vans,FCEV,2030,Vehicles,120,"12000,00%"
India,Projection-APS,EV stock,Vans,PHEV,2030,Vehicles,130,"13000,00%"
India,Projection-APS,EV stock,Cars,BEV,2030,Vehicles,150000,"15000000,00%"
India,Projection-APS,EV stock,Cars,FCEV,2030,Vehicles,300,"30000,00%"
India,Projection-APS,EV stock,Cars,PHEV,2030,Vehicles,1100,"110000,00%"
India,Projection-APS,EV sales,Buses,BEV,2035,Vehicles,7300,"730000,00%"
India,Projection-APS,EV sales,Buses,FCEV,2035,Vehicles,760000,"76000000,00%"
India,Projection-APS,EV sales,Buses,PHEV,2035,Vehicles,1700000,"170000000,00%"
India,Projection-APS,EV sales,Trucks,BEV,2035,Vehicles,740,"74000,00%"
India,Projection-APS,EV sales,Trucks,FCEV,2035,Vehicles,2400,"240000,00%"
India,Projection-APS,EV sales,Trucks,PHEV,2035,Vehicles,640000,"64000000,00%"
India,Projection-APS,EV sales,Vans,BEV,2035,Vehicles,1400000,"140000000,00%"
India,Projection-APS,EV sales,Vans,FCEV,2035,Vehicles,1100,"110000,00%"
India,Projection-APS,EV sales,Vans,PHEV,2035,Vehicles,370,"37000,00%"
India,Projection-APS,EV sales,Cars,BEV,2035,Vehicles,64,"6400,00%"
India,Projection-APS,EV sales,Cars,FCEV,2035,Vehicles,700,"70000,00%"
India,Projection-APS,EV sales,Cars,PHEV,2035,Vehicles,4600,"460000,00%"
India,Projection-APS,EV stock,Buses,BEV,2035,Vehicles,370,"37000,00%"
India,Projection-APS,EV stock,Buses,FCEV,2035,Vehicles,64,"6400,00%"
India,Projection-APS,EV stock,Buses,PHEV,2035,Vehicles,700,"70000,00%"
India,Projection-APS,EV stock,Trucks,BEV,2035,Vehicles,4600,"460000,00%"
India,Projection-APS,EV stock,Trucks,FCEV,2035,Vehicles,26,"2600,00%"
India,Projection-APS,EV stock,Trucks,PHEV,2035,Vehicles,4,"400,00%"
India,Projection-APS,EV stock,Vans,BEV,2035,Vehicles,52,"5200,00%"
India,Projection-APS,EV stock,Vans,FCEV,2035,Vehicles,8,"800,00%"
India,Projection-APS,EV stock,Vans,PHEV,2035,Vehicles,890,"89000,00%"
India,Projection-APS,EV stock,Cars,BEV,2035,Vehicles,300,"30000,00%"
India,Projection-APS,EV stock,Cars,FCEV,2035,Vehicles,38000,"3800000,00%"
India,Projection-APS,EV stock,Cars,PHEV,2035,Vehicles,150000,"15000000,00%"
India,Projection-APS,Electricity demand,Buses,EV,2035,GWh,1100,"110000,00%"
India,Projection-APS,Electricity demand,Trucks,EV,2035,GWh,7300,"730000,00%"
India,Projection-APS,Electricity demand,Vans,EV,2035,GWh,760000,"76000000,00%"
India,Projection-APS,Electricity demand,Cars,EV,2035,GWh,1700000,"170000000,00%"
India,Projection-APS,Oil displacement Mbd,Buses,EV,2035,Milion barrels per day,2400,"240000,00%"
India,Projection-APS,Oil displacement Mbd,Trucks,EV,2035,Milion barrels per day,7500,"750000,00%"
India,Projection-APS,Oil displacement Mbd,Vans,EV,2035,Milion barrels per day,69,"6900,00%"
India,Projection-APS,Oil displacement Mbd,Cars,EV,2035,Milion barrels per day,120,"12000,00%"
India,Projection-APS,"Oil displacement, million lge",Buses,EV,2035,"Oil displacement, million lge",130,"13000,00%"
India,Projection-APS,"Oil displacement, million lge",Trucks,EV,2035,"Oil displacement, million lge",1100,"110000,00%"
India,Projection-APS,"Oil displacement, million lge",Vans,EV,2035,"Oil displacement, million lge",740,"74000,00%"
India,Projection-APS,"Oil displacement, million lge",Cars,EV,2035,"Oil displacement, million lge",2400,"240000,00%"
India,Projection-STEPS,EV sales,Buses,BEV,2035,Vehicles,640000,"64000000,00%"
India,Projection-STEPS,EV sales,Buses,FCEV,2035,Vehicles,1400000,"140000000,00%"
India,Projection-STEPS,EV sales,Buses,PHEV,2035,Vehicles,1100,"110000,00%"
India,Projection-STEPS,EV sales,Trucks,BEV,2035,Vehicles,890,"89000,00%"
India,Projection-STEPS,EV sales,Trucks,FCEV,2035,Vehicles,26,"2600,00%"
India,Projection-STEPS,EV sales,Trucks,PHEV,2035,Vehicles,8,"800,00%"
India,Projection-STEPS,EV sales,Vans,BEV,2035,Vehicles,52,"5200,00%"
India,Projection-STEPS,EV sales,Vans,FCEV,2035,Vehicles,4,"400,00%"
India,Projection-STEPS,EV sales,Vans,PHEV,2035,Vehicles,569.999.992.847.443,"56999999284744300,00%"
India,Projection-STEPS,EV sales,Cars,BEV,2035,Vehicles,469.999.980.926.514,"46999998092651400,00%"
India,Projection-STEPS,EV sales,Cars,PHEV,2035,Vehicles,209.999.990.463.257,"20999999046325700,00%"
India,Projection-STEPS,EV stock,Buses,BEV,2035,Vehicles,430.000.007.152.557,"43000000715255700,00%"
India,Projection-STEPS,EV stock,Buses,FCEV,2035,Vehicles,10,"1000,00%"
India,Projection-STEPS,EV stock,Buses,PHEV,2035,Vehicles,110.000.002.384.186,"11000000238418600,00%"
India,Projection-STEPS,EV stock,Trucks,BEV,2035,Vehicles,13.000.000.268.221,"1300000026822100,00%"
India,Projection-STEPS,EV stock,Trucks,FCEV,2035,Vehicles,239.999.994.635.582,"23999999463558200,00%"
India,Projection-STEPS,EV stock,Trucks,PHEV,2035,Vehicles,30000,"3000000,00%"
India,Projection-STEPS,EV stock,Vans,BEV,2035,Vehicles,220000,"22000000,00%"
India,Projection-STEPS,EV stock,Vans,FCEV,2035,Vehicles,569.999.992.847.443,"56999999284744300,00%"
India,Projection-STEPS,EV stock,Vans,PHEV,2035,Vehicles,209.999.990.463.257,"20999999046325700,00%"
India,Projection-STEPS,EV stock,Cars,BEV,2035,Vehicles,430.000.007.152.557,"43000000715255700,00%"
India,Projection-STEPS,EV stock,Cars,PHEV,2035,Vehicles,469.999.980.926.514,"46999998092651400,00%"
India,Projection-STEPS,Oil displacement Mbd,Buses,EV,2035,Milion barrels per day,10,"1000,00%"
India,Projection-STEPS,Oil displacement Mbd,Trucks,EV,2035,Milion barrels per day,469.999.980.926.514,"46999998092651400,00%"
India,Projection-STEPS,Oil displacement Mbd,Vans,EV,2035,Milion barrels per day,110.000.002.384.186,"11000000238418600,00%"
India,Projection-STEPS,Oil displacement Mbd,Cars,EV,2035,Milion barrels per day,569.999.992.847.443,"56999999284744300,00%"
India,Projection-STEPS,"Oil displacement, million lge",Buses,EV,2035,"Oil displacement, million lge",209.999.990.463.257,"20999999046325700,00%"
India,Projection-STEPS,"Oil displacement, million lge",Trucks,EV,2035,"Oil displacement, million lge",430.000.007.152.557,"43000000715255700,00%"
India,Projection-STEPS,"Oil displacement, million lge",Vans,EV,2035,"Oil displacement, million lge",10,"1000,00%"
India,Projection-STEPS,"Oil displacement, million lge",Cars,EV,2035,"Oil displacement, million lge",239.999.994.635.582,"23999999463558200,00%"
India,Projection-STEPS,Electricity demand,Buses,EV,2035,GWh,13.000.000.268.221,"1300000026822100,00%"
India,Projection-STEPS,Electricity demand,Trucks,EV,2035,GWh,30000,"3000000,00%"
India,Projection-STEPS,Electricity demand,Vans,EV,2035,GWh,220000,"22000000,00%"
India,Projection-STEPS,Electricity demand,Cars,EV,2035,GWh,110.000.002.384.186,"11000000238418600,00%"
India,Projection-STEPS,EV sales share,Vans,EV,2035,percent,239.999.994.635.582,"23999999463558200,00%"
India,Projection-STEPS,EV sales share,Trucks,EV,2035,percent,13.000.000.268.221,"1300000026822100,00%"
India,Projection-STEPS,EV stock share,Vans,EV,2035,percent,1.399.999.950.081,"139999995008100,00%"
India,Projection-STEPS,EV sales share,Cars,EV,2035,percent,399.999.989.895,"39999998989500,00%"
India,Projection-STEPS,EV stock share,Cars,EV,2035,percent,5.400.000.140.071,"540000014007100,00%"
India,Projection-STEPS,EV stock share,Trucks,EV,2035,percent,32.000.001.519.919,"3200000151991900,00%"
India,Projection-STEPS,EV sales share,Buses,EV,2035,percent,81,"8100,00%"
India,Projection-STEPS,EV stock share,Buses,EV,2035,percent,23,"2300,00%"
India,Projection-APS,EV charging points,EV,Publicly available fast,2035,charging points,310,"31000,00%"
India,Projection-APS,EV charging points,EV,Publicly available slow,2035,charging points,1900,"190000,00%"
India,Projection-APS,EV sales share,Buses,EV,2035,percent,1.399.999.950.081,"139999995008100,00%"
India,Projection-APS,EV stock share,Buses,EV,2035,percent,399.999.989.895,"39999998989500,00%"
India,Projection-APS,EV sales share,Trucks,EV,2035,percent,5.400.000.140.071,"540000014007100,00%"
India,Projection-APS,EV stock share,Trucks,EV,2035,percent,32.000.001.519.919,"3200000151991900,00%"
India,Projection-APS,EV sales share,Vans,EV,2035,percent,81,"8100,00%"
India,Projection-APS,EV stock share,Vans,EV,2035,percent,23,"2300,00%"
India,Projection-APS,EV stock share,Cars,EV,2035,percent,310,"31000,00%"
India,Projection-APS,EV sales share,Cars,EV,2035,percent,1900,"190000,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available fast,2035,charging points,1.399.999.950.081,"139999995008100,00%"
India,Projection-STEPS,EV charging points,EV,Publicly available slow,2035,charging points,399.999.989.895,"39999998989500,00%"
Indonesia,Historical,EV charging points,EV,Publicly available fast,2020,charging points,5.400.000.140.071,"540000014007100,00%"
Indonesia,Historical,EV charging points,EV,Publicly available slow,2020,charging points,32.000.001.519.919,"3200000151991900,00%"
Indonesia,Historical,EV charging points,EV,Publicly available fast,2021,charging points,81,"8100,00%"
Indonesia,Historical,EV charging points,EV,Publicly available slow,2021,charging points,23,"2300,00%"
Indonesia,Historical,EV charging points,EV,Publicly available fast,2022,charging points,310,"31000,00%"
Indonesia,Historical,EV charging points,EV,Publicly available slow,2022,charging points,1900,"190000,00%"
Indonesia,Historical,EV charging points,EV,Publicly available fast,2023,charging points,370,"37000,00%"
Indonesia,Historical,EV charging points,EV,Publicly available slow,2023,charging points,64,"6400,00%"
Ireland,Historical,EV sales share,Cars,EV,2015,percent,700,"70000,00%"
Ireland,Historical,EV sales,Cars,BEV,2015,Vehicles,4600,"460000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2015,Vehicles,30000,"3000000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2016,Vehicles,220000,"22000000,00%"
Ireland,Historical,EV sales,Cars,BEV,2016,Vehicles,300,"30000,00%"
Ireland,Historical,EV sales share,Cars,EV,2016,percent,7300,"730000,00%"
Ireland,Historical,EV sales share,Cars,EV,2017,percent,760000,"76000000,00%"
Ireland,Historical,EV sales,Cars,BEV,2017,Vehicles,1700000,"170000000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2017,Vehicles,740,"74000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2018,Vehicles,52,"5200,00%"
Ireland,Historical,EV sales,Cars,BEV,2018,Vehicles,2400,"240000,00%"
Ireland,Historical,EV sales share,Cars,EV,2018,percent,640000,"64000000,00%"
Ireland,Historical,EV sales share,Cars,EV,2019,percent,1400000,"140000000,00%"
Ireland,Historical,EV sales,Cars,BEV,2019,Vehicles,1100,"110000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2019,Vehicles,890,"89000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2020,Vehicles,26,"2600,00%"
Ireland,Historical,EV sales,Cars,BEV,2020,Vehicles,8,"800,00%"
Ireland,Historical,EV sales share,Cars,EV,2020,percent,4,"400,00%"
Ireland,Historical,EV sales share,Cars,EV,2021,percent,2400,"240000,00%"
Ireland,Historical,EV sales,Cars,BEV,2021,Vehicles,7500,"750000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2021,Vehicles,69,"6900,00%"
Ireland,Historical,EV sales,Cars,PHEV,2022,Vehicles,120,"12000,00%"
Ireland,Historical,EV sales,Cars,BEV,2022,Vehicles,130,"13000,00%"
Ireland,Historical,EV sales share,Cars,EV,2022,percent,1100,"110000,00%"
Ireland,Historical,EV sales share,Cars,EV,2023,percent,38000,"3800000,00%"
Ireland,Historical,EV sales,Cars,BEV,2023,Vehicles,150000,"15000000,00%"
Ireland,Historical,EV sales,Cars,PHEV,2023,Vehicles,1100,"110000,00%"
Israel,Historical,EV stock,Buses,FCEV,2010,Vehicles,9700,"970000,00%"
Israel,Historical,EV stock,Cars,BEV,2010,Vehicles,4200,"420000,00%"
Israel,Historical,EV stock share,Cars,EV,2010,percent,1,"100,00%"
Israel,Historical,EV stock share,Cars,EV,2011,percent,110,"11000,00%"
Israel,Historical,EV sales share,Cars,EV,2011,percent,13000,"1300000,00%"
Israel,Historical,EV stock,Cars,BEV,2011,Vehicles,7,"700,00%"
Israel,Historical,EV sales,Cars,BEV,2011,Vehicles,5,"500,00%"
Israel,Historical,EV sales,Cars,BEV,2012,Vehicles,46000,"4600000,00%"
Israel,Historical,EV stock,Cars,BEV,2012,Vehicles,25,"2500,00%"
Israel,Historical,EV sales,Cars,PHEV,2012,Vehicles,87,"8700,00%"
Israel,Historical,EV stock,Cars,PHEV,2012,Vehicles,440,"44000,00%"
Israel,Historical,EV sales share,Cars,EV,2012,percent,39,"3900,00%"
Israel,Historical,EV stock share,Cars,EV,2012,percent,170,"17000,00%"
Israel,Historical,EV stock share,Cars,EV,2013,percent,410,"41000,00%"
Israel,Historical,EV sales share,Cars,EV,2013,percent,3900,"390000,00%"
Israel,Historical,EV sales,Buses,BEV,2013,Vehicles,880.000.019.073.486,"88000001907348600,00%"
Israel,Historical,EV sales share,Buses,EV,2013,percent,8.100.000.210.106,"810000021010600,00%"
Israel,Historical,EV stock,Cars,PHEV,2013,Vehicles,2,"200,00%"
Israel,Historical,EV sales,Cars,PHEV,2013,Vehicles,129.999.995.231.628,"12999999523162800,00%"
Israel,Historical,EV stock,Cars,BEV,2013,Vehicles,170.000.001.788.139,"17000000178813900,00%"
Israel,Historical,EV sales,Cars,BEV,2013,Vehicles,18,"1800,00%"
Israel,Historical,EV sales,Cars,BEV,2014,Vehicles,160.000.002.384.186,"16000000238418600,00%"
Israel,Historical,EV stock,Cars,BEV,2014,Vehicles,779.999.971.389.771,"77999997138977100,00%"
Israel,Historical,EV sales,Cars,PHEV,2014,Vehicles,3300,"330000,00%"
Israel,Historical,EV stock,Cars,PHEV,2014,Vehicles,31000,"3100000,00%"
Israel,Historical,EV sales share,Cars,EV,2014,percent,180,"18000,00%"
Israel,Historical,EV stock share,Cars,EV,2014,percent,75000,"7500000,00%"
Israel,Historical,EV stock share,Cars,EV,2015,percent,160000,"16000000,00%"
Israel,Historical,EV sales share,Cars,EV,2015,percent,15,"1500,00%"
Israel,Historical,EV stock,Cars,PHEV,2015,Vehicles,10,"1000,00%"
Israel,Historical,EV sales,Cars,PHEV,2015,Vehicles,70,"7000,00%"
Israel,Historical,EV stock,Cars,BEV,2015,Vehicles,4200,"420000,00%"
Israel,Historical,EV sales,Cars,BEV,2015,Vehicles,380,"38000,00%"
